tempo,posizione,velocita,input
1.629762976297629606e+01,1.001374332266651013e-03,5.323242899812940035e-03,3.452909933751204807e-01
1.629962996299629907e+01,1.011766969859804978e-03,4.817188659935744098e-03,-5.774456784220642902e-01
1.630163016301630208e+01,1.021797855631305894e-03,6.144731733591336613e-03,2.206669971722728274e+00
1.630363036303630508e+01,1.037230421860420391e-03,8.838659391281792135e-03,7.866644485524423303e-01
1.630563056305630454e+01,1.054961946425563447e-03,8.376928987252858089e-03,-1.061144821441318609e+00
1.630763076307630755e+01,1.070354688006347130e-03,7.407932709353355454e-03,2.743123097734299076e-01
1.630963096309631055e+01,1.084704838418136920e-03,6.558133928025005645e-03,-1.013575224701231292e+00
1.631163116311631001e+01,1.096741921384758239e-03,5.998133242582157597e-03,7.587215137639944373e-01
1.631363136313631301e+01,1.109504858779098270e-03,6.558612259307620637e-03,8.877023523378968495e-02
1.631563156315631602e+01,1.122902527587632928e-03,7.017285144466143751e-03,6.347380665923414433e-01
1.631763176317631903e+01,1.137891772649247350e-03,7.918700469912633849e-03,5.891380718708049136e-01
1.631963196319631848e+01,1.154002039708305763e-03,7.962878826960190920e-03,-2.204666998677904388e-01
1.632163216321632149e+01,1.169884713614226896e-03,8.065609081303900738e-03,7.237219493896622780e-01
1.632363236323632449e+01,1.185723564975085667e-03,7.342137806217813312e-03,-1.115946080194106127e+00
1.632563256325632395e+01,1.199010045396425687e-03,6.242360150443704986e-03,3.213586562495163168e-01
1.632763276327632695e+01,1.211820431835918541e-03,6.639800804122993408e-03,3.415001409131824817e-01
1.632963296329632996e+01,1.225508960085038099e-03,7.039414235653958067e-03,3.198930204404614175e-01
1.633163316331633297e+01,1.239795386706011313e-03,7.133447011277956225e-03,-4.266995331003387015e-02
1.633363336333633242e+01,1.252731712226388093e-03,5.461034237936567177e-03,-1.274052196334299891e+00
1.633563356335633543e+01,1.261545522308394219e-03,3.662763280931075581e-03,-3.096031694044569793e-01
1.633763376337633844e+01,1.269320238258909127e-03,4.744129834061582528e-03,1.518187148189025004e+00
1.633963396339634144e+01,1.280633276282185703e-03,5.961954067412909668e-03,-1.258661126018909560e-01
1.634163416341634090e+01,1.291433587975450263e-03,4.507724047774356799e-03,-1.049726930240524325e+00
1.634363436343634390e+01,1.298617512185321673e-03,2.966368577378323580e-03,-2.141334489240440675e-01
1.634563456345634691e+01,1.304965282932299929e-03,3.831796324478908312e-03,1.340912132205699381e+00
1.634763476347634636e+01,1.314072825372534755e-03,4.895137794940891685e-03,-4.192674145203945102e-02
1.634963496349634937e+01,1.322426307964171335e-03,2.930957624955030094e-03,-1.581260120276765546e+00
1.635163516351635238e+01,1.325460953798148845e-03,3.375872550170772035e-04,-8.364746898237315209e-01
1.635363536353635538e+01,1.324729405426268913e-03,-8.369429167750601882e-04,-1.623082445535408702e-01
1.635563556355635484e+01,1.323716245441800519e-03,3.935594040348081371e-04,1.575856260045301882e+00
1.635763576357635785e+01,1.325642371802823261e-03,6.283718280296014466e-04,-1.134830724112421363e+00
1.635963596359636085e+01,1.324448902109121333e-03,-1.823198511060886368e-03,-1.156429850929523218e+00
1.636163616361636031e+01,1.319311104453035075e-03,-2.944421536180385698e-03,1.930467530442829815e-01
1.636363636363636331e+01,1.313042126265434465e-03,-3.421178608739342767e-03,-5.918384811921433286e-01
1.636563656365636632e+01,1.305088393814441815e-03,-4.536262377246293338e-03,-3.920336092975814091e-01
1.636763676367636933e+01,1.295852278034618447e-03,-4.402951851530973772e-03,5.379250823125056868e-01
1.636963696369636878e+01,1.286689667980135763e-03,-5.221705440973532959e-03,-1.344059665560289218e+00
1.637163716371637179e+01,1.275566601514617959e-03,-5.086323511712673336e-03,1.392111616919718742e+00
1.637363736373637479e+01,1.266667201414289944e-03,-4.628314661822571265e-03,-9.518344119307355911e-01
1.637563756375637425e+01,1.256698156073426205e-03,-4.745015151628410345e-03,9.220016393848002867e-01
1.637763776377637726e+01,1.248491912098608457e-03,-3.656178895404657916e-03,2.855557146206655350e-01
1.637963796379638026e+01,1.241858917611562453e-03,-2.898526359825870716e-03,6.132733142567697859e-01
1.638163816381638327e+01,1.236936832054980799e-03,-2.071617709638029752e-03,3.683884052984501278e-01
1.638363836383638272e+01,1.234281251036625348e-03,-1.810086141254725611e-04,1.584899897302742167e+00
